id_row,y_coord,z_coord_,x_min,x_max,row_has_pores,number_of_pores_in_row,width_row,number_non_void_cells_in_row
287,0.00031,0.000225,0.0001,0.0002,False,0,0.0001,20
288,0.00031,0.00023,9.5e-05,0.0002,False,0,0.000105,21
289,0.00031,0.000235,9.5e-05,0.0002,False,0,0.000105,21
290,0.00031,0.00024,0.00011,0.0002,False,0,9e-05,18
291,0.00031,0.000245,0.00012,0.0002,False,0,8e-05,16
292,0.00031,0.00025,0.000125,0.000205,False,0,8e-05,16
293,0.00031,0.000255,0.000145,0.000205,False,0,6e-05,12
294,0.00031,0.00026,0.000155,0.000205,False,0,5e-05,10
295,0.00031,0.000265,0.000165,0.0002,False,0,3.5e-05,7
296,0.00031,0.00027,0.000185,0.00019,False,0,5e-06,1
297,0.000315,0.00017,0.000135,0.00016,False,0,2.5e-05,5
298,0.000315,0.000175,0.000125,0.00017,False,0,4.5e-05,9
299,0.000315,0.00018,0.00012,0.000175,False,0,5.5e-05,11
300,0.000315,0.000185,0.00012,0.000175,False,0,5.5e-05,11
301,0.000315,0.00019,0.000115,0.00018,False,0,6.5e-05,13
302,0.000315,0.000195,0.00011,0.00018,False,0,7e-05,14
303,0.000315,0.0002,0.000105,0.000185,False,0,8e-05,16
304,0.000315,0.000205,0.0001,0.00019,False,0,9e-05,18
305,0.000315,0.00021,0.0001,0.00019,False,0,9e-05,18
306,0.000315,0.000215,0.0001,0.000195,False,0,9.5e-05,19
307,0.000315,0.00022,0.0001,0.000195,False,0,9.5e-05,19
308,0.000315,0.000225,0.0001,0.0002,False,0,0.0001,20
309,0.000315,0.00023,9.5e-05,0.0002,False,0,0.000105,21
310,0.000315,0.000235,9.5e-05,0.0002,False,0,0.000105,21
311,0.000315,0.00024,0.0001,0.0002,False,0,0.0001,20
312,0.000315,0.000245,0.000115,0.0002,False,0,8.5e-05,17
313,0.000315,0.00025,0.000125,0.000205,False,0,8e-05,16
314,0.000315,0.000255,0.000145,0.000205,False,0,6e-05,12
315,0.000315,0.00026,0.000155,0.000205,False,0,5e-05,10
316,0.000315,0.000265,0.000165,0.000205,False,0,4e-05,8
317,0.000315,0.00027,0.000175,0.000185,False,0,1e-05,2
318,0.00032,0.00017,0.000135,0.00016,False,0,2.5e-05,5
319,0.00032,0.000175,0.000125,0.00017,False,0,4.5e-05,9
320,0.00032,0.00018,0.00012,0.000175,False,0,5.5e-05,11
321,0.00032,0.000185,0.00012,0.000175,False,0,5.5e-05,11
322,0.00032,0.00019,0.000115,0.00018,False,0,6.5e-05,13
323,0.00032,0.000195,0.00011,0.00018,False,0,7e-05,14
324,0.00032,0.0002,0.000105,0.000185,False,0,8e-05,16
325,0.00032,0.000205,0.0001,0.00019,False,0,9e-05,18
326,0.00032,0.00021,0.0001,0.00019,False,0,9e-05,18
327,0.00032,0.000215,0.0001,0.000195,False,0,9.5e-05,19
328,0.00032,0.00022,0.0001,0.000195,False,0,9.5e-05,19
329,0.00032,0.000225,9.5e-05,0.0002,False,0,0.000105,21
330,0.00032,0.00023,9.5e-05,0.0002,False,0,0.000105,21
331,0.00032,0.000235,9.5e-05,0.0002,False,0,0.000105,21
332,0.00032,0.00024,9.5e-05,0.0002,False,0,0.000105,21
333,0.00032,0.000245,0.0001,0.0002,False,0,0.0001,20
334,0.00032,0.00025,0.000105,0.000205,False,0,0.0001,20
335,0.00032,0.000255,0.00015,0.000205,False,0,5.5e-05,11
336,0.00032,0.00026,0.00016,0.000205,False,0,4.5e-05,9
337,0.00032,0.000265,0.00016,0.000205,False,0,4.5e-05,9
338,0.00032,0.00027,0.000175,0.000195,False,0,2e-05,4
339,0.000325,0.00017,0.000135,0.00016,False,0,2.5e-05,5
340,0.000325,0.000175,0.000125,0.00017,False,0,4.5e-05,9
341,0.000325,0.00018,0.00012,0.000175,False,0,5.5e-05,11
342,0.000325,0.000185,0.00012,0.000175,False,0,5.5e-05,11
343,0.000325,0.00019,0.000115,0.00018,False,0,6.5e-05,13
344,0.000325,0.000195,0.00011,0.00018,False,0,7e-05,14
345,0.000325,0.0002,0.000105,0.000185,False,0,8e-05,16
346,0.000325,0.000205,0.000105,0.00019,False,0,8.5e-05,17
347,0.000325,0.00021,0.0001,0.00019,False,0,9e-05,18
348,0.000325,0.000215,0.0001,0.000195,False,0,9.5e-05,19
349,0.000325,0.00022,9.5e-05,0.000195,False,0,0.0001,20
350,0.000325,0.000225,9.5e-05,0.0002,False,0,0.000105,21
351,0.000325,0.00023,9.5e-05,0.0002,False,0,0.000105,21
352,0.000325,0.000235,9.5e-05,0.0002,False,0,0.000105,21
353,0.000325,0.00024,9.5e-05,0.0002,False,0,0.000105,21
354,0.000325,0.000245,9.5e-05,0.0002,False,0,0.000105,21
355,0.000325,0.00025,0.000105,0.000205,False,0,0.0001,20
356,0.000325,0.000255,0.00014,0.000205,False,0,6.5e-05,13
357,0.000325,0.00026,0.00016,0.000205,False,0,4.5e-05,9
358,0.000325,0.000265,0.00016,0.000205,False,0,4.5e-05,9
359,0.000325,0.00027,0.000175,0.000195,False,0,2e-05,4
360,0.00033,0.00017,0.000135,0.00016,False,0,2.5e-05,5
361,0.00033,0.000175,0.000125,0.00017,False,0,4.5e-05,9
362,0.00033,0.00018,0.00012,0.000175,False,0,5.5e-05,11
363,0.00033,0.000185,0.00012,0.000175,False,0,5.5e-05,11
364,0.00033,0.00019,0.000115,0.00018,False,0,6.5e-05,13
365,0.00033,0.000195,0.00011,0.00018,False,0,7e-05,14
366,0.00033,0.0002,0.00011,0.000185,False,0,7.5e-05,15
367,0.00033,0.000205,0.000105,0.00019,False,0,8.5e-05,17
368,0.00033,0.00021,0.0001,0.00019,False,0,9e-05,18
369,0.00033,0.000215,0.0001,0.000195,False,0,9.5e-05,19
370,0.00033,0.00022,9.5e-05,0.000195,False,0,0.0001,20
371,0.00033,0.000225,9.5e-05,0.0002,False,0,0.000105,21
372,0.00033,0.00023,9.5e-05,0.0002,False,0,0.000105,21
373,0.00033,0.000235,9e-05,0.0002,False,0,0.00011,22
374,0.00033,0.00024,9e-05,0.0002,False,0,0.00011,22
375,0.00033,0.000245,9.5e-05,0.0002,False,0,0.000105,21
376,0.00033,0.00025,0.000105,0.000205,False,0,0.0001,20
377,0.00033,0.000255,0.000105,0.000205,True,3,0.0001,17
378,0.00033,0.00026,0.00016,0.000205,False,0,4.5e-05,9
379,0.00033,0.000265,0.00017,0.000205,False,0,3.5e-05,7
380,0.000335,0.00017,0.00014,0.00016,False,0,2e-05,4
381,0.000335,0.000175,0.000125,0.00017,False,0,4.5e-05,9
382,0.000335,0.00018,0.00012,0.000175,False,0,5.5e-05,11
383,0.000335,0.000185,0.00012,0.000175,False,0,5.5e-05,11
384,0.000335,0.00019,0.000115,0.00018,False,0,6.5e-05,13
385,0.000335,0.000195,0.000115,0.00018,False,0,6.5e-05,13
386,0.000335,0.0002,0.00011,0.000185,False,0,7.5e-05,15
387,0.000335,0.000205,0.000105,0.00019,False,0,8.5e-05,17
388,0.000335,0.00021,0.0001,0.00019,False,0,9e-05,18
389,0.000335,0.000215,0.0001,0.000195,False,0,9.5e-05,19
390,0.000335,0.00022,0.0001,0.000195,False,0,9.5e-05,19
391,0.000335,0.000225,9.5e-05,0.0002,False,0,0.000105,21
392,0.000335,0.00023,9.5e-05,0.0002,False,0,0.000105,21
393,0.000335,0.000235,9e-05,0.0002,False,0,0.00011,22
394,0.000335,0.00024,9e-05,0.000195,False,0,0.000105,21
395,0.000335,0.000245,9.5e-05,0.0002,False,0,0.000105,21
396,0.000335,0.00025,0.0001,0.000205,False,0,0.000105,21
397,0.000335,0.000255,0.000105,0.000205,True,1,0.0001,19
398,0.000335,0.00026,0.00016,0.000205,False,0,4.5e-05,9
399,0.000335,0.000265,0.000175,0.0002,False,0,2.5e-05,5
400,0.00034,0.00017,0.00014,0.00016,False,0,2e-05,4
401,0.00034,0.000175,0.00013,0.00017,False,0,4e-05,8
