Points_0,Points_1,Points_2
0.000125,0.00034,0.000105
0.00013,0.00034,0.000105
6.5e-05,0.000345,0.000105
7e-05,0.000345,0.000105
7.5e-05,0.000345,0.000105
8e-05,0.000345,0.000105
8.5e-05,0.000345,0.000105
9e-05,0.000345,0.000105
9.5e-05,0.000345,0.000105
0.0001,0.000345,0.000105
0.000105,0.000345,0.000105
0.00011,0.000345,0.000105
0.000115,0.000345,0.000105
0.00012,0.000345,0.000105
0.000125,0.000345,0.000105
0.00013,0.000345,0.000105
0.000135,0.000345,0.000105
6.5e-05,0.00035,0.000105
7e-05,0.00035,0.000105
7.5e-05,0.00035,0.000105
8e-05,0.00035,0.000105
8.5e-05,0.00035,0.000105
9e-05,0.00035,0.000105
9.5e-05,0.00035,0.000105
0.0001,0.00035,0.000105
0.000105,0.00035,0.000105
0.00011,0.00035,0.000105
0.000115,0.00035,0.000105
0.00012,0.00035,0.000105
0.000125,0.00035,0.000105
0.00013,0.00035,0.000105
0.000135,0.00035,0.000105
7e-05,0.000355,0.000105
7.5e-05,0.000355,0.000105
8e-05,0.000355,0.000105
8.5e-05,0.000355,0.000105
9e-05,0.000355,0.000105
9.5e-05,0.000355,0.000105
0.0001,0.000355,0.000105
0.000105,0.000355,0.000105
0.00011,0.000355,0.000105
0.000115,0.000355,0.000105
0.00012,0.000355,0.000105
0.000125,0.000355,0.000105
0.00013,0.000355,0.000105
7e-05,0.00036,0.000105
7.5e-05,0.00036,0.000105
8e-05,0.00036,0.000105
8.5e-05,0.00036,0.000105
9e-05,0.00036,0.000105
9.5e-05,0.00036,0.000105
0.0001,0.00036,0.000105
0.000105,0.00036,0.000105
0.00011,0.00036,0.000105
0.000115,0.00036,0.000105
0.00012,0.00036,0.000105
0.000125,0.00036,0.000105
0.00013,0.00036,0.000105
7e-05,0.000365,0.000105
7.5e-05,0.000365,0.000105
8e-05,0.000365,0.000105
8.5e-05,0.000365,0.000105
9e-05,0.000365,0.000105
9.5e-05,0.000365,0.000105
0.0001,0.000365,0.000105
0.000105,0.000365,0.000105
0.00011,0.000365,0.000105
0.000115,0.000365,0.000105
0.00012,0.000365,0.000105
0.000125,0.000365,0.000105
0.00013,0.000365,0.000105
7e-05,0.00037,0.000105
7.5e-05,0.00037,0.000105
8e-05,0.00037,0.000105
8.5e-05,0.00037,0.000105
9e-05,0.00037,0.000105
9.5e-05,0.00037,0.000105
0.0001,0.00037,0.000105
0.000105,0.00037,0.000105
0.00011,0.00037,0.000105
0.000115,0.00037,0.000105
0.00012,0.00037,0.000105
0.000125,0.00037,0.000105
0.00013,0.00037,0.000105
7e-05,0.000375,0.000105
7.5e-05,0.000375,0.000105
8e-05,0.000375,0.000105
8.5e-05,0.000375,0.000105
9e-05,0.000375,0.000105
9.5e-05,0.000375,0.000105
0.0001,0.000375,0.000105
0.000105,0.000375,0.000105
0.00011,0.000375,0.000105
0.000115,0.000375,0.000105
0.00012,0.000375,0.000105
0.000125,0.000375,0.000105
0.00013,0.000375,0.000105
7e-05,0.00038,0.000105
7.5e-05,0.00038,0.000105
8e-05,0.00038,0.000105
8.5e-05,0.00038,0.000105
9e-05,0.00038,0.000105
9.5e-05,0.00038,0.000105
0.0001,0.00038,0.000105
0.000105,0.00038,0.000105
0.00011,0.00038,0.000105
0.000115,0.00038,0.000105
0.00012,0.00038,0.000105
0.000125,0.00038,0.000105
0.00013,0.00038,0.000105
0.000135,0.00038,0.000105
7e-05,0.000385,0.000105
7.5e-05,0.000385,0.000105
8e-05,0.000385,0.000105
8.5e-05,0.000385,0.000105
9e-05,0.000385,0.000105
9.5e-05,0.000385,0.000105
0.0001,0.000385,0.000105
0.000105,0.000385,0.000105
0.00011,0.000385,0.000105
0.000115,0.000385,0.000105
0.00012,0.000385,0.000105
0.000125,0.000385,0.000105
0.00013,0.000385,0.000105
0.000135,0.000385,0.000105
7e-05,0.00039,0.000105
7.5e-05,0.00039,0.000105
8e-05,0.00039,0.000105
8.5e-05,0.00039,0.000105
9e-05,0.00039,0.000105
9.5e-05,0.00039,0.000105
0.0001,0.00039,0.000105
0.000105,0.00039,0.000105
0.00011,0.00039,0.000105
0.000115,0.00039,0.000105
0.00012,0.00039,0.000105
0.000125,0.00039,0.000105
0.00013,0.00039,0.000105
0.000135,0.00039,0.000105
7e-05,0.000395,0.000105
7.5e-05,0.000395,0.000105
8e-05,0.000395,0.000105
8.5e-05,0.000395,0.000105
9e-05,0.000395,0.000105
9.5e-05,0.000395,0.000105
0.0001,0.000395,0.000105
0.000105,0.000395,0.000105
0.00011,0.000395,0.000105
0.000115,0.000395,0.000105
0.00012,0.000395,0.000105
0.000125,0.000395,0.000105
0.00013,0.000395,0.000105
0.000135,0.000395,0.000105
7e-05,0.0004,0.000105
7.5e-05,0.0004,0.000105
8e-05,0.0004,0.000105
8.5e-05,0.0004,0.000105
9e-05,0.0004,0.000105
9.5e-05,0.0004,0.000105
0.0001,0.0004,0.000105
0.000105,0.0004,0.000105
0.00011,0.0004,0.000105
0.000115,0.0004,0.000105
0.00012,0.0004,0.000105
0.000125,0.0004,0.000105
0.00013,0.0004,0.000105
0.000135,0.0004,0.000105
7e-05,0.000405,0.000105
7.5e-05,0.000405,0.000105
8e-05,0.000405,0.000105
8.5e-05,0.000405,0.000105
9e-05,0.000405,0.000105
9.5e-05,0.000405,0.000105
0.0001,0.000405,0.000105
0.000105,0.000405,0.000105
0.00011,0.000405,0.000105
0.000115,0.000405,0.000105
0.00012,0.000405,0.000105
0.000125,0.000405,0.000105
0.00013,0.000405,0.000105
0.000135,0.000405,0.000105
7e-05,0.00041,0.000105
7.5e-05,0.00041,0.000105
8e-05,0.00041,0.000105
8.5e-05,0.00041,0.000105
9e-05,0.00041,0.000105
9.5e-05,0.00041,0.000105
0.0001,0.00041,0.000105
0.000105,0.00041,0.000105
0.00011,0.00041,0.000105
0.000115,0.00041,0.000105
0.00012,0.00041,0.000105
0.000125,0.00041,0.000105
0.00013,0.00041,0.000105
0.000135,0.00041,0.000105
7e-05,0.000415,0.000105
7.5e-05,0.000415,0.000105
8e-05,0.000415,0.000105
8.5e-05,0.000415,0.000105
9e-05,0.000415,0.000105
9.5e-05,0.000415,0.000105
0.0001,0.000415,0.000105
0.000105,0.000415,0.000105
0.00011,0.000415,0.000105
0.000115,0.000415,0.000105
0.00012,0.000415,0.000105
0.000125,0.000415,0.000105
0.00013,0.000415,0.000105
0.000135,0.000415,0.000105
7e-05,0.00042,0.000105
7.5e-05,0.00042,0.000105
8e-05,0.00042,0.000105
8.5e-05,0.00042,0.000105
9e-05,0.00042,0.000105
9.5e-05,0.00042,0.000105
0.0001,0.00042,0.000105
0.000105,0.00042,0.000105
0.00011,0.00042,0.000105
0.000115,0.00042,0.000105
0.00012,0.00042,0.000105
0.000125,0.00042,0.000105
0.00013,0.00042,0.000105
0.000135,0.00042,0.000105
7.5e-05,0.000425,0.000105
8e-05,0.000425,0.000105
8.5e-05,0.000425,0.000105
9e-05,0.000425,0.000105
9.5e-05,0.000425,0.000105
0.0001,0.000425,0.000105
0.000105,0.000425,0.000105
0.00011,0.000425,0.000105
0.000115,0.000425,0.000105
0.00012,0.000425,0.000105
0.000125,0.000425,0.000105
0.00013,0.000425,0.000105
7.5e-05,0.00043,0.000105
8e-05,0.00043,0.000105
8.5e-05,0.00043,0.000105
9e-05,0.00043,0.000105
9.5e-05,0.00043,0.000105
0.0001,0.00043,0.000105
0.000105,0.00043,0.000105
0.00011,0.00043,0.000105
0.000115,0.00043,0.000105
0.00012,0.00043,0.000105
0.000125,0.00043,0.000105
0.00013,0.00043,0.000105
7.5e-05,0.000435,0.000105
8e-05,0.000435,0.000105
8.5e-05,0.000435,0.000105
9e-05,0.000435,0.000105
9.5e-05,0.000435,0.000105
0.0001,0.000435,0.000105
0.000105,0.000435,0.000105
0.00011,0.000435,0.000105
0.000115,0.000435,0.000105
0.00012,0.000435,0.000105
0.000125,0.000435,0.000105
0.00013,0.000435,0.000105
7e-05,0.00044,0.000105
7.5e-05,0.00044,0.000105
8e-05,0.00044,0.000105
8.5e-05,0.00044,0.000105
9e-05,0.00044,0.000105
9.5e-05,0.00044,0.000105
0.0001,0.00044,0.000105
0.000105,0.00044,0.000105
0.00011,0.00044,0.000105
0.000115,0.00044,0.000105
0.00012,0.00044,0.000105
0.000125,0.00044,0.000105
0.00013,0.00044,0.000105
7e-05,0.000445,0.000105
7.5e-05,0.000445,0.000105
8e-05,0.000445,0.000105
8.5e-05,0.000445,0.000105
9e-05,0.000445,0.000105
9.5e-05,0.000445,0.000105
0.0001,0.000445,0.000105
0.000105,0.000445,0.000105
0.00011,0.000445,0.000105
0.000115,0.000445,0.000105
0.00012,0.000445,0.000105
0.000125,0.000445,0.000105
0.00013,0.000445,0.000105
7e-05,0.00045,0.000105
7.5e-05,0.00045,0.000105
8e-05,0.00045,0.000105
8.5e-05,0.00045,0.000105
9e-05,0.00045,0.000105
9.5e-05,0.00045,0.000105
0.0001,0.00045,0.000105
0.000105,0.00045,0.000105
0.00011,0.00045,0.000105
0.000115,0.00045,0.000105
0.00012,0.00045,0.000105
0.000125,0.00045,0.000105
0.00013,0.00045,0.000105
0.000135,0.00045,0.000105
7e-05,0.000455,0.000105
7.5e-05,0.000455,0.000105
8e-05,0.000455,0.000105
8.5e-05,0.000455,0.000105
9e-05,0.000455,0.000105
9.5e-05,0.000455,0.000105
0.0001,0.000455,0.000105
0.000105,0.000455,0.000105
0.00011,0.000455,0.000105
0.000115,0.000455,0.000105
0.00012,0.000455,0.000105
0.000125,0.000455,0.000105
0.00013,0.000455,0.000105
0.000135,0.000455,0.000105
7e-05,0.00046,0.000105
7.5e-05,0.00046,0.000105
8e-05,0.00046,0.000105
8.5e-05,0.00046,0.000105
9e-05,0.00046,0.000105
9.5e-05,0.00046,0.000105
0.0001,0.00046,0.000105
0.000105,0.00046,0.000105
0.00011,0.00046,0.000105
0.000115,0.00046,0.000105
0.00012,0.00046,0.000105
0.000125,0.00046,0.000105
0.00013,0.00046,0.000105
0.000135,0.00046,0.000105
7e-05,0.000465,0.000105
7.5e-05,0.000465,0.000105
8e-05,0.000465,0.000105
8.5e-05,0.000465,0.000105
9e-05,0.000465,0.000105
9.5e-05,0.000465,0.000105
0.0001,0.000465,0.000105
0.000105,0.000465,0.000105
0.00011,0.000465,0.000105
0.000115,0.000465,0.000105
0.00012,0.000465,0.000105
0.000125,0.000465,0.000105
0.00013,0.000465,0.000105
7e-05,0.00047,0.000105
7.5e-05,0.00047,0.000105
8e-05,0.00047,0.000105
8.5e-05,0.00047,0.000105
9e-05,0.00047,0.000105
9.5e-05,0.00047,0.000105
0.0001,0.00047,0.000105
0.000105,0.00047,0.000105
0.00011,0.00047,0.000105
0.000115,0.00047,0.000105
0.00012,0.00047,0.000105
0.000125,0.00047,0.000105
0.00013,0.00047,0.000105
7e-05,0.000475,0.000105
7.5e-05,0.000475,0.000105
8e-05,0.000475,0.000105
8.5e-05,0.000475,0.000105
9e-05,0.000475,0.000105
9.5e-05,0.000475,0.000105
0.0001,0.000475,0.000105
0.000105,0.000475,0.000105
0.00011,0.000475,0.000105
0.000115,0.000475,0.000105
0.00012,0.000475,0.000105
0.000125,0.000475,0.000105
0.00013,0.000475,0.000105
0.000135,0.000475,0.000105
7.5e-05,0.00048,0.000105
8e-05,0.00048,0.000105
8.5e-05,0.00048,0.000105
9e-05,0.00048,0.000105
9.5e-05,0.00048,0.000105
0.0001,0.00048,0.000105
0.000105,0.00048,0.000105
0.00011,0.00048,0.000105
0.000115,0.00048,0.000105
0.00012,0.00048,0.000105
0.000125,0.00048,0.000105
0.00013,0.00048,0.000105
0.000135,0.00048,0.000105
7.5e-05,0.000485,0.000105
8e-05,0.000485,0.000105
8.5e-05,0.000485,0.000105
9e-05,0.000485,0.000105
9.5e-05,0.000485,0.000105
0.0001,0.000485,0.000105
0.000105,0.000485,0.000105
0.00011,0.000485,0.000105
0.000115,0.000485,0.000105
0.00012,0.000485,0.000105
0.000125,0.000485,0.000105
0.00013,0.000485,0.000105
7e-05,0.00049,0.000105
7.5e-05,0.00049,0.000105
8e-05,0.00049,0.000105
8.5e-05,0.00049,0.000105
9e-05,0.00049,0.000105
9.5e-05,0.00049,0.000105
0.0001,0.00049,0.000105
0.000105,0.00049,0.000105
0.00011,0.00049,0.000105
0.000115,0.00049,0.000105
0.00012,0.00049,0.000105
0.000125,0.00049,0.000105
7e-05,0.000495,0.000105
7.5e-05,0.000495,0.000105
8e-05,0.000495,0.000105
8.5e-05,0.000495,0.000105
9e-05,0.000495,0.000105
9.5e-05,0.000495,0.000105
0.0001,0.000495,0.000105
0.000105,0.000495,0.000105
0.00011,0.000495,0.000105
0.000115,0.000495,0.000105
0.00012,0.000495,0.000105
0.000125,0.000495,0.000105
0.00013,0.000495,0.000105
7e-05,0.0005,0.000105
7.5e-05,0.0005,0.000105
8e-05,0.0005,0.000105
8.5e-05,0.0005,0.000105
9e-05,0.0005,0.000105
9.5e-05,0.0005,0.000105
0.0001,0.0005,0.000105
0.000105,0.0005,0.000105
0.00011,0.0005,0.000105
0.000115,0.0005,0.000105
0.00012,0.0005,0.000105
0.000125,0.0005,0.000105
0.00013,0.0005,0.000105
0.000135,0.0005,0.000105
7e-05,0.000505,0.000105
7.5e-05,0.000505,0.000105
8e-05,0.000505,0.000105
8.5e-05,0.000505,0.000105
9e-05,0.000505,0.000105
9.5e-05,0.000505,0.000105
0.0001,0.000505,0.000105
0.000105,0.000505,0.000105
0.00011,0.000505,0.000105
0.000115,0.000505,0.000105
0.00012,0.000505,0.000105
0.000125,0.000505,0.000105
0.00013,0.000505,0.000105
0.000135,0.000505,0.000105
7e-05,0.00051,0.000105
7.5e-05,0.00051,0.000105
8e-05,0.00051,0.000105
8.5e-05,0.00051,0.000105
9e-05,0.00051,0.000105
9.5e-05,0.00051,0.000105
0.0001,0.00051,0.000105
0.000105,0.00051,0.000105
0.00011,0.00051,0.000105
0.000115,0.00051,0.000105
0.00012,0.00051,0.000105
0.000125,0.00051,0.000105
0.00013,0.00051,0.000105
7e-05,0.000515,0.000105
7.5e-05,0.000515,0.000105
8e-05,0.000515,0.000105
8.5e-05,0.000515,0.000105
9e-05,0.000515,0.000105
9.5e-05,0.000515,0.000105
0.0001,0.000515,0.000105
0.000105,0.000515,0.000105
0.00011,0.000515,0.000105
0.000115,0.000515,0.000105
0.00012,0.000515,0.000105
0.000125,0.000515,0.000105
0.00013,0.000515,0.000105
7e-05,0.00052,0.000105
7.5e-05,0.00052,0.000105
8e-05,0.00052,0.000105
8.5e-05,0.00052,0.000105
9e-05,0.00052,0.000105
9.5e-05,0.00052,0.000105
0.0001,0.00052,0.000105
0.000105,0.00052,0.000105
0.00011,0.00052,0.000105
0.000115,0.00052,0.000105
0.00012,0.00052,0.000105
0.000125,0.00052,0.000105
0.00013,0.00052,0.000105
7e-05,0.000525,0.000105
7.5e-05,0.000525,0.000105
8e-05,0.000525,0.000105
8.5e-05,0.000525,0.000105
9e-05,0.000525,0.000105
9.5e-05,0.000525,0.000105
0.0001,0.000525,0.000105
0.000105,0.000525,0.000105
0.00011,0.000525,0.000105
0.000115,0.000525,0.000105
0.00012,0.000525,0.000105
0.000125,0.000525,0.000105
0.00013,0.000525,0.000105
0.000135,0.000525,0.000105
7e-05,0.00053,0.000105
7.5e-05,0.00053,0.000105
8e-05,0.00053,0.000105
8.5e-05,0.00053,0.000105
9e-05,0.00053,0.000105
9.5e-05,0.00053,0.000105
0.0001,0.00053,0.000105
0.000105,0.00053,0.000105
0.00011,0.00053,0.000105
0.000115,0.00053,0.000105
0.00012,0.00053,0.000105
0.000125,0.00053,0.000105
0.00013,0.00053,0.000105
0.000135,0.00053,0.000105
7e-05,0.000535,0.000105
7.5e-05,0.000535,0.000105
8e-05,0.000535,0.000105
8.5e-05,0.000535,0.000105
9e-05,0.000535,0.000105
9.5e-05,0.000535,0.000105
0.0001,0.000535,0.000105
0.000105,0.000535,0.000105
0.00011,0.000535,0.000105
0.000115,0.000535,0.000105
0.00012,0.000535,0.000105
0.000125,0.000535,0.000105
0.00013,0.000535,0.000105
0.000135,0.000535,0.000105
7e-05,0.00054,0.000105
7.5e-05,0.00054,0.000105
8e-05,0.00054,0.000105
8.5e-05,0.00054,0.000105
9e-05,0.00054,0.000105
9.5e-05,0.00054,0.000105
0.0001,0.00054,0.000105
0.000105,0.00054,0.000105
0.00011,0.00054,0.000105
0.000115,0.00054,0.000105
0.00012,0.00054,0.000105
0.000125,0.00054,0.000105
0.00013,0.00054,0.000105
0.000135,0.00054,0.000105
7e-05,0.000545,0.000105
7.5e-05,0.000545,0.000105
8e-05,0.000545,0.000105
8.5e-05,0.000545,0.000105
9e-05,0.000545,0.000105
9.5e-05,0.000545,0.000105
0.0001,0.000545,0.000105
0.000105,0.000545,0.000105
0.00011,0.000545,0.000105
0.000115,0.000545,0.000105
0.00012,0.000545,0.000105
0.000125,0.000545,0.000105
0.00013,0.000545,0.000105
0.000135,0.000545,0.000105
7e-05,0.00055,0.000105
7.5e-05,0.00055,0.000105
8e-05,0.00055,0.000105
8.5e-05,0.00055,0.000105
9e-05,0.00055,0.000105
9.5e-05,0.00055,0.000105
0.0001,0.00055,0.000105
0.000105,0.00055,0.000105
0.00011,0.00055,0.000105
0.000115,0.00055,0.000105
0.00012,0.00055,0.000105
0.000125,0.00055,0.000105
0.00013,0.00055,0.000105
0.000135,0.00055,0.000105
7e-05,0.000555,0.000105
7.5e-05,0.000555,0.000105
8e-05,0.000555,0.000105
8.5e-05,0.000555,0.000105
9e-05,0.000555,0.000105
9.5e-05,0.000555,0.000105
0.0001,0.000555,0.000105
0.000105,0.000555,0.000105
0.00011,0.000555,0.000105
0.000115,0.000555,0.000105
0.00012,0.000555,0.000105
0.000125,0.000555,0.000105
0.00013,0.000555,0.000105
0.000135,0.000555,0.000105
7e-05,0.00056,0.000105
7.5e-05,0.00056,0.000105
8e-05,0.00056,0.000105
8.5e-05,0.00056,0.000105
9e-05,0.00056,0.000105
9.5e-05,0.00056,0.000105
0.0001,0.00056,0.000105
0.000105,0.00056,0.000105
0.00011,0.00056,0.000105
0.000115,0.00056,0.000105
0.00012,0.00056,0.000105
0.000125,0.00056,0.000105
0.00013,0.00056,0.000105
0.000135,0.00056,0.000105
7e-05,0.000565,0.000105
7.5e-05,0.000565,0.000105
8e-05,0.000565,0.000105
8.5e-05,0.000565,0.000105
9e-05,0.000565,0.000105
9.5e-05,0.000565,0.000105
0.0001,0.000565,0.000105
0.000105,0.000565,0.000105
0.00011,0.000565,0.000105
0.000115,0.000565,0.000105
0.00012,0.000565,0.000105
0.000125,0.000565,0.000105
0.00013,0.000565,0.000105
0.000135,0.000565,0.000105
7e-05,0.00057,0.000105
7.5e-05,0.00057,0.000105
8e-05,0.00057,0.000105
8.5e-05,0.00057,0.000105
9e-05,0.00057,0.000105
9.5e-05,0.00057,0.000105
0.0001,0.00057,0.000105
0.000105,0.00057,0.000105
0.00011,0.00057,0.000105
0.000115,0.00057,0.000105
0.00012,0.00057,0.000105
0.000125,0.00057,0.000105
7e-05,0.000575,0.000105
7.5e-05,0.000575,0.000105
8e-05,0.000575,0.000105
8.5e-05,0.000575,0.000105
9e-05,0.000575,0.000105
9.5e-05,0.000575,0.000105
0.0001,0.000575,0.000105
0.000105,0.000575,0.000105
0.00011,0.000575,0.000105
0.000115,0.000575,0.000105
0.00012,0.000575,0.000105
0.000125,0.000575,0.000105
0.00013,0.000575,0.000105
7e-05,0.00058,0.000105
7.5e-05,0.00058,0.000105
8e-05,0.00058,0.000105
8.5e-05,0.00058,0.000105
9e-05,0.00058,0.000105
9.5e-05,0.00058,0.000105
0.0001,0.00058,0.000105
0.000105,0.00058,0.000105
0.00011,0.00058,0.000105
0.000115,0.00058,0.000105
0.00012,0.00058,0.000105
0.000125,0.00058,0.000105
0.00013,0.00058,0.000105
7e-05,0.000585,0.000105
7.5e-05,0.000585,0.000105
8e-05,0.000585,0.000105
8.5e-05,0.000585,0.000105
9e-05,0.000585,0.000105
9.5e-05,0.000585,0.000105
0.0001,0.000585,0.000105
0.000105,0.000585,0.000105
0.00011,0.000585,0.000105
0.000115,0.000585,0.000105
0.00012,0.000585,0.000105
0.000125,0.000585,0.000105
0.00013,0.000585,0.000105
7e-05,0.00059,0.000105
7.5e-05,0.00059,0.000105
8e-05,0.00059,0.000105
8.5e-05,0.00059,0.000105
9e-05,0.00059,0.000105
9.5e-05,0.00059,0.000105
0.0001,0.00059,0.000105
0.000105,0.00059,0.000105
0.00011,0.00059,0.000105
0.000115,0.00059,0.000105
0.00012,0.00059,0.000105
0.000125,0.00059,0.000105
0.00013,0.00059,0.000105
7e-05,0.000595,0.000105
7.5e-05,0.000595,0.000105
8e-05,0.000595,0.000105
8.5e-05,0.000595,0.000105
9e-05,0.000595,0.000105
9.5e-05,0.000595,0.000105
0.0001,0.000595,0.000105
0.000105,0.000595,0.000105
0.00011,0.000595,0.000105
0.000115,0.000595,0.000105
0.00012,0.000595,0.000105
0.000125,0.000595,0.000105
0.00013,0.000595,0.000105
7e-05,0.0006,0.000105
7.5e-05,0.0006,0.000105
8e-05,0.0006,0.000105
8.5e-05,0.0006,0.000105
9e-05,0.0006,0.000105
9.5e-05,0.0006,0.000105
0.0001,0.0006,0.000105
0.000105,0.0006,0.000105
0.00011,0.0006,0.000105
0.000115,0.0006,0.000105
0.00012,0.0006,0.000105
0.000125,0.0006,0.000105
0.00013,0.0006,0.000105
7e-05,0.000605,0.000105
7.5e-05,0.000605,0.000105
8e-05,0.000605,0.000105
8.5e-05,0.000605,0.000105
9e-05,0.000605,0.000105
9.5e-05,0.000605,0.000105
0.0001,0.000605,0.000105
0.000105,0.000605,0.000105
0.00011,0.000605,0.000105
0.000115,0.000605,0.000105
0.00012,0.000605,0.000105
0.000125,0.000605,0.000105
0.00013,0.000605,0.000105
7e-05,0.00061,0.000105
7.5e-05,0.00061,0.000105
8e-05,0.00061,0.000105
8.5e-05,0.00061,0.000105
9e-05,0.00061,0.000105
9.5e-05,0.00061,0.000105
0.0001,0.00061,0.000105
0.000105,0.00061,0.000105
0.00011,0.00061,0.000105
0.000115,0.00061,0.000105
0.00012,0.00061,0.000105
0.000125,0.00061,0.000105
0.00013,0.00061,0.000105
7e-05,0.000615,0.000105
7.5e-05,0.000615,0.000105
8e-05,0.000615,0.000105
8.5e-05,0.000615,0.000105
9e-05,0.000615,0.000105
9.5e-05,0.000615,0.000105
0.0001,0.000615,0.000105
0.000105,0.000615,0.000105
0.00011,0.000615,0.000105
0.000115,0.000615,0.000105
0.00012,0.000615,0.000105
0.000125,0.000615,0.000105
0.00013,0.000615,0.000105
7e-05,0.00062,0.000105
7.5e-05,0.00062,0.000105
8e-05,0.00062,0.000105
8.5e-05,0.00062,0.000105
9e-05,0.00062,0.000105
9.5e-05,0.00062,0.000105
0.0001,0.00062,0.000105
0.000105,0.00062,0.000105
0.00011,0.00062,0.000105
0.000115,0.00062,0.000105
0.00012,0.00062,0.000105
0.000125,0.00062,0.000105
0.00013,0.00062,0.000105
7e-05,0.000625,0.000105
7.5e-05,0.000625,0.000105
8e-05,0.000625,0.000105
8.5e-05,0.000625,0.000105
9e-05,0.000625,0.000105
9.5e-05,0.000625,0.000105
0.0001,0.000625,0.000105
0.000105,0.000625,0.000105
0.00011,0.000625,0.000105
0.000115,0.000625,0.000105
0.00012,0.000625,0.000105
0.000125,0.000625,0.000105
0.00013,0.000625,0.000105
7e-05,0.00063,0.000105
7.5e-05,0.00063,0.000105
8e-05,0.00063,0.000105
8.5e-05,0.00063,0.000105
9e-05,0.00063,0.000105
9.5e-05,0.00063,0.000105
0.0001,0.00063,0.000105
0.000105,0.00063,0.000105
0.00011,0.00063,0.000105
0.000115,0.00063,0.000105
0.00012,0.00063,0.000105
0.000125,0.00063,0.000105
0.00013,0.00063,0.000105
7e-05,0.000635,0.000105
7.5e-05,0.000635,0.000105
8e-05,0.000635,0.000105
8.5e-05,0.000635,0.000105
9e-05,0.000635,0.000105
9.5e-05,0.000635,0.000105
0.0001,0.000635,0.000105
0.000105,0.000635,0.000105
0.00011,0.000635,0.000105
0.000115,0.000635,0.000105
0.00012,0.000635,0.000105
0.000125,0.000635,0.000105
0.00013,0.000635,0.000105
7e-05,0.00064,0.000105
7.5e-05,0.00064,0.000105
8e-05,0.00064,0.000105
8.5e-05,0.00064,0.000105
9e-05,0.00064,0.000105
9.5e-05,0.00064,0.000105
0.0001,0.00064,0.000105
0.000105,0.00064,0.000105
0.00011,0.00064,0.000105
0.000115,0.00064,0.000105
0.00012,0.00064,0.000105
0.000125,0.00064,0.000105
7e-05,0.000645,0.000105
7.5e-05,0.000645,0.000105
8e-05,0.000645,0.000105
8.5e-05,0.000645,0.000105
9e-05,0.000645,0.000105
9.5e-05,0.000645,0.000105
0.0001,0.000645,0.000105
0.000105,0.000645,0.000105
0.00011,0.000645,0.000105
0.000115,0.000645,0.000105
0.00012,0.000645,0.000105
0.000125,0.000645,0.000105
7e-05,0.00065,0.000105
7.5e-05,0.00065,0.000105
8e-05,0.00065,0.000105
8.5e-05,0.00065,0.000105
9e-05,0.00065,0.000105
9.5e-05,0.00065,0.000105
0.0001,0.00065,0.000105
0.000105,0.00065,0.000105
0.00011,0.00065,0.000105
0.000115,0.00065,0.000105
0.00012,0.00065,0.000105
0.000125,0.00065,0.000105
7e-05,0.000655,0.000105
7.5e-05,0.000655,0.000105
8e-05,0.000655,0.000105
8.5e-05,0.000655,0.000105
9e-05,0.000655,0.000105
9.5e-05,0.000655,0.000105
0.0001,0.000655,0.000105
0.000105,0.000655,0.000105
0.00011,0.000655,0.000105
0.000115,0.000655,0.000105
0.00012,0.000655,0.000105
0.000125,0.000655,0.000105
7.5e-05,0.00066,0.000105
8e-05,0.00066,0.000105
8.5e-05,0.00066,0.000105
9e-05,0.00066,0.000105
9.5e-05,0.00066,0.000105
0.0001,0.00066,0.000105
0.000105,0.00066,0.000105
0.00011,0.00066,0.000105
0.000115,0.00066,0.000105
0.00012,0.00066,0.000105
0.000125,0.00066,0.000105
7.5e-05,0.000665,0.000105
8e-05,0.000665,0.000105
8.5e-05,0.000665,0.000105
9e-05,0.000665,0.000105
9.5e-05,0.000665,0.000105
0.0001,0.000665,0.000105
0.000105,0.000665,0.000105
0.00011,0.000665,0.000105
0.000115,0.000665,0.000105
0.00012,0.000665,0.000105
0.000125,0.000665,0.000105
7e-05,0.00067,0.000105
7.5e-05,0.00067,0.000105
8e-05,0.00067,0.000105
8.5e-05,0.00067,0.000105
9e-05,0.00067,0.000105
9.5e-05,0.00067,0.000105
0.0001,0.00067,0.000105
0.000105,0.00067,0.000105
0.00011,0.00067,0.000105
0.000115,0.00067,0.000105
0.00012,0.00067,0.000105
0.000125,0.00067,0.000105
7e-05,0.000675,0.000105
7.5e-05,0.000675,0.000105
8e-05,0.000675,0.000105
8.5e-05,0.000675,0.000105
9e-05,0.000675,0.000105
9.5e-05,0.000675,0.000105
0.0001,0.000675,0.000105
0.000105,0.000675,0.000105
0.00011,0.000675,0.000105
0.000115,0.000675,0.000105
0.00012,0.000675,0.000105
0.000125,0.000675,0.000105
7e-05,0.00068,0.000105
7.5e-05,0.00068,0.000105
8e-05,0.00068,0.000105
8.5e-05,0.00068,0.000105
9e-05,0.00068,0.000105
9.5e-05,0.00068,0.000105
0.0001,0.00068,0.000105
0.000105,0.00068,0.000105
0.00011,0.00068,0.000105
0.000115,0.00068,0.000105
0.00012,0.00068,0.000105
0.000125,0.00068,0.000105
7e-05,0.000685,0.000105
7.5e-05,0.000685,0.000105
8e-05,0.000685,0.000105
8.5e-05,0.000685,0.000105
9e-05,0.000685,0.000105
9.5e-05,0.000685,0.000105
0.0001,0.000685,0.000105
